コード,銘柄名,市場,業種,規模,終値,平均売買代金(百万円),テクニカル一致数,候補根拠,株価基準日,取得日時
8793,ＮＥＣキャピタルソリューション,プライム（内国株式）,その他金融業,TOPIX Small 2,4210.0,63.34045,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:40.227199+09:00
8795,Ｔ＆Ｄホールディングス,プライム（内国株式）,保険業,TOPIX Mid400,4877.0,6993.712875,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:40.232945+09:00
8798,アドバンスクリエイト,プライム（内国株式）,保険業,TOPIX Small 2,140.0,28.15443,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:40.239627+09:00
8801,三井不動産,プライム（内国株式）,不動産業,TOPIX Large70,1501.0,13832.1998075,2,株価が25日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:40.246886+09:00
8802,三菱地所,プライム（内国株式）,不動産業,TOPIX Large70,3635.0,13362.657385,0,,2026-09-24,2026-09-24T20:38:40.252012+09:00
8803,平和不動産,プライム（内国株式）,不動産業,TOPIX Small 1,2370.0,418.935465,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:44.716554+09:00
8804,東京建物,プライム（内国株式）,不動産業,TOPIX Mid400,3293.0,2763.759,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:44.721317+09:00
8818,京阪神ビルディング,プライム（内国株式）,不動産業,TOPIX Small 2,1081.0,502.76975,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.725865+09:00
8830,住友不動産,プライム（内国株式）,不動産業,TOPIX Large70,3215.0,9606.70016,0,,2026-09-24,2026-09-24T20:38:44.730319+09:00
8835,太平洋興発,スタンダード（内国株式）,卸売業,-,793.0,12.649975,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.735130+09:00
8841,テーオーシー,スタンダード（内国株式）,不動産業,TOPIX Small 2,1026.0,91.38549,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.743784+09:00
8844,コスモスイニシア,スタンダード（内国株式）,不動産業,-,1213.0,65.581765,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:44.748623+09:00
8848,レオパレス２１,プライム（内国株式）,不動産業,TOPIX Small 1,1021.0,3571.31392,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.753064+09:00
8850,スターツコーポレーション,プライム（内国株式）,不動産業,TOPIX Small 1,4745.0,243.203675,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.757560+09:00
8860,フジ住宅,プライム（内国株式）,不動産業,TOPIX Small 2,745.0,43.37958,0,,2026-09-24,2026-09-24T20:38:44.761705+09:00
8864,空港施設,スタンダード（内国株式）,不動産業,TOPIX Small 2,968.0,68.830515,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.765986+09:00
8869,明和地所,スタンダード（内国株式）,不動産業,TOPIX Small 2,807.0,43.498625,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.770265+09:00
8871,ゴールドクレスト,スタンダード（内国株式）,不動産業,TOPIX Small 1,3205.0,160.447525,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:44.774931+09:00
8876,リログループ,プライム（内国株式）,サービス業,TOPIX Mid400,2294.5,1335.06421,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.779069+09:00
8877,エスリード,プライム（内国株式）,不動産業,TOPIX Small 2,5230.0,140.38915,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:44.783719+09:00
8881,日神グループホールディングス,プライム（内国株式）,不動産業,TOPIX Small 2,660.0,72.20531,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.788705+09:00
8887,シーラホールディングス,スタンダード（内国株式）,不動産業,-,359.0,21.450455,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:44.794537+09:00
8892,エスコン,プライム（内国株式）,不動産業,TOPIX Small 1,1103.0,173.48954,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.804281+09:00
8894,ＲＥＶＯＬＵＴＩＯＮ,スタンダード（内国株式）,不動産業,-,16.0,14.16225,0,,2026-09-24,2026-09-24T20:38:44.809895+09:00
8897,ＭＩＲＡＲＴＨホールディングス,プライム（内国株式）,不動産業,TOPIX Small 1,450.0,381.03331,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.816447+09:00
8904,ＡＶＡＮＴＩＡ,スタンダード（内国株式）,不動産業,-,821.0,20.648113991394045,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.828256+09:00
8912,エリアクエスト,スタンダード（内国株式）,不動産業,-,158.0,46.191245,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.835610+09:00
8914,エリアリンク,スタンダード（内国株式）,不動産業,-,895.0,56.94757,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.840210+09:00
8917,ファースト住建,スタンダード（内国株式）,不動産業,-,1087.0,78.4863,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.844348+09:00
8918,ランド,スタンダード（内国株式）,不動産業,TOPIX Small 2,10.0,3363.48442,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:44.848442+09:00
8919,カチタス,プライム（内国株式）,不動産業,TOPIX Small 1,3575.0,710.629425,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:44.852038+09:00
8920,東祥,スタンダード（内国株式）,サービス業,TOPIX Small 2,686.0,49.5329,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:44.866285+09:00
8923,トーセイ,プライム（内国株式）,不動産業,TOPIX Small 1,1717.0,326.20066,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:44.880143+09:00
8927,明豊エンタープライズ,スタンダード（内国株式）,不動産業,-,503.0,46.124275,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.888073+09:00
8928,穴吹興産,スタンダード（内国株式）,不動産業,-,2304.0,14.99817,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.893630+09:00
8929,青山財産ネットワークス,スタンダード（内国株式）,不動産業,-,1368.0,101.703405,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.898125+09:00
8931,和田興産,スタンダード（内国株式）,不動産業,-,1355.0,18.8841394329834,3,株価が25日線より上／25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.902488+09:00
8934,サンフロンティア不動産,プライム（内国株式）,不動産業,TOPIX Small 1,2400.0,311.002885,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:44.906995+09:00
8935,ＦＪネクストホールディングス,プライム（内国株式）,不動産業,TOPIX Small 2,1986.0,99.55911,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.910915+09:00
8944,ランドビジネス,スタンダード（内国株式）,不動産業,-,249.0,10.44154,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.918733+09:00
8995,誠建設工業,スタンダード（内国株式）,不動産業,-,1909.0,935.5098,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.931558+09:00
8999,グランディハウス,プライム（内国株式）,不動産業,TOPIX Small 2,568.0,26.31276,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.942308+09:00
9001,東武鉄道,プライム（内国株式）,陸運業,TOPIX Mid400,2947.0,2193.60091,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:44.948308+09:00
9003,相鉄ホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,2625.0,1048.5147875,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.954702+09:00
9005,東急,プライム（内国株式）,陸運業,TOPIX Mid400,1641.5,3546.114445,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:44.961076+09:00
9006,京浜急行電鉄,プライム（内国株式）,陸運業,TOPIX Mid400,1548.5,1125.2333275,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:44.968002+09:00
9007,小田急電鉄,プライム（内国株式）,陸運業,TOPIX Mid400,1775.5,2280.1905725,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.973669+09:00
9008,京王電鉄,プライム（内国株式）,陸運業,TOPIX Mid400,791.0,1785.530731527405,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.978703+09:00
9009,京成電鉄,プライム（内国株式）,陸運業,TOPIX Mid400,1337.5,2520.7462625,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:44.984036+09:00
9010,富士急行,プライム（内国株式）,陸運業,TOPIX Small 1,2644.0,487.22782,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:44.988926+09:00
9020,東日本旅客鉄道,プライム（内国株式）,陸運業,TOPIX Large70,3463.0,9886.280725,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:45.006896+09:00
9021,西日本旅客鉄道,プライム（内国株式）,陸運業,TOPIX Large70,3006.0,5611.2562725,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:45.012153+09:00
9022,東海旅客鉄道,プライム（内国株式）,陸運業,TOPIX Large70,3755.0,8292.67028,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:45.017531+09:00
9023,東京地下鉄,プライム（内国株式）,陸運業,TOPIX Mid400,1533.0,2507.0891175,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:45.030706+09:00
9024,西武ホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,3551.0,6565.507835,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:45.035818+09:00
9025,鴻池運輸,プライム（内国株式）,陸運業,TOPIX Small 1,2940.0,240.27015,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.517031+09:00
9028,ゼロ,スタンダード（内国株式）,陸運業,-,3340.0,53.983425,0,,2026-09-24,2026-09-24T20:38:47.531184+09:00
9031,西日本鉄道,プライム（内国株式）,陸運業,TOPIX Mid400,3075.0,779.86526,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.556561+09:00
9034,南総通運,スタンダード（内国株式）,陸運業,-,1684.0,10.52464,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.581515+09:00
9037,ハマキョウレックス,プライム（内国株式）,陸運業,TOPIX Small 1,1854.0,193.06878,3,株価が25日線より上／25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.595451+09:00
9039,サカイ引越センター,プライム（内国株式）,陸運業,TOPIX Small 1,3050.0,271.610235,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.603199+09:00
9041,近鉄グループホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,3520.0,2395.022625,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.609619+09:00
9042,阪急阪神ホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,4507.0,3723.86294,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:47.614998+09:00
9044,ＮＡＮＫＡＩ,プライム（内国株式）,陸運業,TOPIX Mid400,3219.0,1339.53223,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.623049+09:00
9045,京阪ホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,3211.0,898.49171,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.648132+09:00
9046,神戸電鉄,スタンダード（内国株式）,陸運業,TOPIX Small 2,2465.0,20.963305,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.658388+09:00
9048,名古屋鉄道,プライム（内国株式）,陸運業,TOPIX Mid400,1860.0,1503.4941025,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.687093+09:00
9052,山陽電気鉄道,プライム（内国株式）,陸運業,TOPIX Small 2,1998.0,120.555535,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.706030+09:00
9064,ヤマトホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,2002.0,2260.8108775,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.727885+09:00
9065,山九,プライム（内国株式）,陸運業,TOPIX Mid400,8182.0,1709.657135,0,,2026-09-24,2026-09-24T20:38:47.732794+09:00
9068,丸全昭和運輸,プライム（内国株式）,陸運業,TOPIX Small 1,7320.0,175.7251,1,株価が25日線より上,2026-09-24,2026-09-24T20:38:47.737084+09:00
9069,センコーグループホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,2355.0,806.6854725,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.741447+09:00
9072,ニッコンホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,5062.0,1018.967365,0,,2026-09-24,2026-09-24T20:38:47.745687+09:00
9074,日本石油輸送,スタンダード（内国株式）,陸運業,-,4935.0,12.369025,0,,2026-09-24,2026-09-24T20:38:47.754340+09:00
9075,福山通運,プライム（内国株式）,陸運業,TOPIX Small 1,6370.0,477.84475,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.758743+09:00
9076,セイノーホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,2740.0,988.44312,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:47.761628+09:00
9081,神奈川中央交通,プライム（内国株式）,陸運業,TOPIX Small 2,4045.0,65.31885,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.765685+09:00
9082,大和自動車交通,スタンダード（内国株式）,陸運業,-,2794.0,27.369145,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.770592+09:00
9090,ＡＺ－ＣＯＭ丸和ホールディングス,プライム（内国株式）,陸運業,TOPIX Small 1,907.0,478.87362,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.782707+09:00
9101,日本郵船,プライム（内国株式）,海運業,TOPIX Large70,7255.0,22340.09091,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.787198+09:00
9104,商船三井,プライム（内国株式）,海運業,TOPIX Large70,7104.0,22591.39457,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.791567+09:00
9107,川崎汽船,プライム（内国株式）,海運業,TOPIX Mid400,3406.0,15678.48895,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.795931+09:00
9110,ＮＳユナイテッド海運,プライム（内国株式）,海運業,TOPIX Small 1,10510.0,1495.0696,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.800152+09:00
9115,明海グループ,スタンダード（内国株式）,海運業,-,1060.0,139.555725,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.804562+09:00
9119,飯野海運,プライム（内国株式）,海運業,TOPIX Small 1,1744.0,487.891485,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.808859+09:00
9127,玉井商船,スタンダード（内国株式）,海運業,-,3640.0,16.765225,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.812044+09:00
9130,共栄タンカー,スタンダード（内国株式）,海運業,-,1732.0,597.99463,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.814873+09:00
9142,九州旅客鉄道,プライム（内国株式）,陸運業,TOPIX Mid400,3545.0,2863.679615,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.819647+09:00
9143,ＳＧホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,1492.0,2166.403845,0,,2026-09-24,2026-09-24T20:38:47.824523+09:00
9145,ビーイングホールディングス,スタンダード（内国株式）,陸運業,-,575.0,10.117845,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.829343+09:00
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,プライム（内国株式）,陸運業,TOPIX Mid400,5656.0,5683.86245,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.834041+09:00
9158,シーユーシー,グロース（内国株式）,サービス業,-,797.0,21.621345,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.838571+09:00
9160,オンザページ,スタンダード（内国株式）,サービス業,-,334.0,11.152145,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.846982+09:00
9163,ナレルグループ,グロース（内国株式）,サービス業,-,2395.0,41.944275,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.853747+09:00
9165,クオルテック,グロース（内国株式）,サービス業,-,1797.0,10.41697,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.858178+09:00
9166,ＧＥＮＤＡ,グロース（内国株式）,サービス業,-,677.0,1007.67839,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:47.861298+09:00
9168,ライズ・コンサルティング・グループ,グロース（内国株式）,サービス業,-,425.0,36.430125,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:47.866010+09:00
9201,日本航空,プライム（内国株式）,空運業,TOPIX Mid400,3084.0,5741.208365,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:47.882655+09:00
9202,ＡＮＡホールディングス,プライム（内国株式）,空運業,TOPIX Large70,3012.0,6743.2750775,1,株価が25日線より上,2026-09-24,2026-09-24T20:38:51.253698+09:00
9204,スカイマーク,グロース（内国株式）,空運業,-,425.0,26.027945,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.267764+09:00
9211,エフ・コード,グロース（内国株式）,サービス業,-,1557.0,142.692135,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.297802+09:00
9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ,グロース（内国株式）,サービス業,-,306.0,25.801325,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.306332+09:00
9216,ビーウィズ,プライム（内国株式）,サービス業,TOPIX Small 2,1708.0,34.74769,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.318124+09:00
9218,メンタルヘルステクノロジーズ,グロース（内国株式）,サービス業,-,797.0,17.43683,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.323714+09:00
9221,フルハシＥＰＯ,スタンダード（内国株式）,サービス業,-,1217.0,59.28196,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.341701+09:00
9227,マイクロ波化学,グロース（内国株式）,サービス業,-,830.0,127.518955,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:51.359609+09:00
9229,サンウェルズ,プライム（内国株式）,サービス業,TOPIX Small 2,112.0,18.81089,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:51.365037+09:00
9233,アジア航測,スタンダード（内国株式）,空運業,-,1162.0,12.345755,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.370820+09:00
9235,売れるネット広告社グループ,グロース（内国株式）,サービス業,-,406.0,27.69888,0,,2026-09-24,2026-09-24T20:38:51.377066+09:00
9237,笑美面,グロース（内国株式）,サービス業,-,842.0,23.228215,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.387927+09:00
9240,デリバリーコンサルティング,グロース（内国株式）,サービス業,-,384.0,10.509255,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:51.400645+09:00
9244,デジタリフト,グロース（内国株式）,サービス業,-,1492.0,10.16133,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.417704+09:00
9245,リベロ,グロース（内国株式）,サービス業,-,2028.0,10.79346,2,株価が25日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.423998+09:00
9247,ＴＲＥホールディングス,プライム（内国株式）,サービス業,TOPIX Small 1,1782.0,478.031455,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:51.434122+09:00
9248,人・夢・技術グループ,スタンダード（内国株式）,サービス業,TOPIX Small 2,1681.0,47.830355,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.441213+09:00
9251,ＡＢ＆Ｃｏｍｐａｎｙ,グロース（内国株式）,サービス業,-,1604.0,74.467175,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.456653+09:00
9252,ラストワンマイル,グロース（内国株式）,サービス業,-,4115.0,42.58006281982422,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.459184+09:00
9256,サクシード,グロース（内国株式）,サービス業,-,1014.0,38.48349,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:51.465820+09:00
9262,シルバーライフ,スタンダード（内国株式）,小売業,TOPIX Small 2,683.0,13.02806,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.473624+09:00
9264,ポエック,スタンダード（内国株式）,卸売業,-,1628.0,45.83684966430664,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:51.479540+09:00
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,プライム（内国株式）,小売業,TOPIX Small 1,3495.0,248.1145,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.490899+09:00
9268,オプティマスグループ,スタンダード（内国株式）,卸売業,-,413.0,78.69339,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.498549+09:00
9270,バリュエンスホールディングス,グロース（内国株式）,卸売業,-,1993.0,104.67474202270508,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:51.503888+09:00
9271,和心,グロース（内国株式）,小売業,-,915.0,10.9339,0,,2026-09-24,2026-09-24T20:38:51.511143+09:00
9272,ブティックス,グロース（内国株式）,サービス業,-,1475.0,10.283325,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.516486+09:00
9273,コーア商事ホールディングス,プライム（内国株式）,卸売業,TOPIX Small 2,754.0,34.81745,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:51.522731+09:00
9274,ＫＰＰグループホールディングス,プライム（内国株式）,卸売業,TOPIX Small 1,1138.0,332.80626,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.528201+09:00
9278,ブックオフグループホールディングス,プライム（内国株式）,小売業,TOPIX Small 2,2782.0,298.5698,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.533428+09:00
9279,ギフトホールディングス,プライム（内国株式）,小売業,TOPIX Small 2,1976.0,665.65262,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.539752+09:00
9301,三菱倉庫,プライム（内国株式）,倉庫・運輸関連業,TOPIX Mid400,1555.0,1380.11431,2,株価が25日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.545245+09:00
9302,三井倉庫ホールディングス,プライム（内国株式）,倉庫・運輸関連業,TOPIX Mid400,3337.0,795.138785,0,,2026-09-24,2026-09-24T20:38:51.551461+09:00
9303,住友倉庫,プライム（内国株式）,倉庫・運輸関連業,TOPIX Small 1,4175.0,374.30965,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.558864+09:00
9304,澁澤倉庫,プライム（内国株式）,倉庫・運輸関連業,TOPIX Small 2,2144.0,388.247,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.564418+09:00
9305,ヤマタネ,プライム（内国株式）,卸売業,TOPIX Small 2,2104.0,118.2688,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:51.569684+09:00
9308,乾汽船,スタンダード（内国株式）,海運業,TOPIX Small 2,2355.0,294.9914,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.589702+09:00
9310,日本トランスシティ,プライム（内国株式）,倉庫・運輸関連業,TOPIX Small 2,1408.0,134.360375,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:51.595974+09:00
9312,ケイヒン,スタンダード（内国株式）,倉庫・運輸関連業,-,2988.0,16.6464,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:54.982000+09:00
9319,中央倉庫,プライム（内国株式）,倉庫・運輸関連業,TOPIX Small 2,1806.0,42.537,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:54.992236+09:00
9322,川西倉庫,スタンダード（内国株式）,倉庫・運輸関連業,-,2462.0,34.32392,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:54.999618+09:00
9324,安田倉庫,プライム（内国株式）,倉庫・運輸関連業,TOPIX Small 2,2718.0,239.07401,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.006279+09:00
9332,ＮＩＳＳＯホールディングス,プライム（内国株式）,サービス業,TOPIX Small 2,682.0,80.6937,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:55.039762+09:00
9336,大栄環境,プライム（内国株式）,サービス業,TOPIX Small 1,3790.0,515.726575,3,株価が25日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.045413+09:00
9337,トリドリ,グロース（内国株式）,サービス業,-,1439.0,30.87615,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:55.051267+09:00
9340,アソインターナショナル,スタンダード（内国株式）,サービス業,-,826.0,13.498855,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.060004+09:00
9341,ＧＥＮＯＶＡ,プライム（内国株式）,サービス業,TOPIX Small 2,614.0,49.623375,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.065345+09:00
